index,키워드,키워드_빈도,포함 인물 수,포함 인물
348,인솔,16,11,"윤병소(尹秉昭), 권영대(權寧大), 권대완(權大完), 김계준(金桂俊), 김영종(金永鍾), 박성철(朴性哲), 이인봉(李仁鳳), 김병권(金秉權), 홍종황(洪鍾煌), 이봉문(李奉文)"
349,평남,16,10,"이정순(李貞淳), 안두종(安斗鍾), 차신익(車信益), 김계남(金桂南), 한계성(韓繼聖), 우인수(禹寅洙), 차행겸(車行鎌), 이근섭(李根燮), 김태명(金泰明), 이인환(李仁煥)"
350,세포,16,16,"임동원(林東元), 김정환(金正煥), 황일보(黃一甫), 김규극(金奎極), 송산우(宋山雨), 김홍계(金洪桂), 방훈(方薰), 정인석(鄭寅晳), 박재하(朴載廈), 현칠종(玄七鍾)"
351,청년,16,10,"김중문(金重文), 유재기(劉載奇), 이필(李필), 김극선(金極璿), 송언필(宋彦弼), 김명준(金明濬), 문창수(文昌洙), 김찬순(金燦淳), 박영운(朴永運), 김조규(金助圭)"
352,보관,16,5,"이학근(李學根), 정찬도(鄭燦道), 이금석(李錦錫), 홍종우(洪鍾祐), 김기욱(金基彧)"
353,구화,16,14,"한방구(韓方九), 이봉재(李鳳在), 박태식(朴泰植), 백대윤(白大潤), 김낙형(金洛衡), 이상길(李相吉), 시전건조(柴田健助), 윤장혁(尹章赫), 장원수(張元秀), 장종환(張鍾煥)"
354,동맹회,16,14,"한방구(韓方九), 이봉재(李鳳在), 박태식(朴泰植), 백대윤(白大潤), 김낙형(金洛衡), 이상길(李相吉), 시전건조(柴田健助), 윤장혁(尹章赫), 장원수(張元秀), 장종환(張鍾煥)"
355,문명,16,8,"장세급(張世급), 이진익(李璡翼), 주중건(朱重建), 김이범(金李範), 박인진(朴寅鎭), 주의락(朱義洛), 김덕모(金德模), 주관헌(朱寬憲)"
356,혜성,16,4,"이영옥(李榮玉), 이명건(李命鍵), 김수길(金壽吉), 이수건(李壽鍵)"
357,장앞,16,4,"이영옥(李榮玉), 이명건(李命鍵), 김수길(金壽吉), 이수건(李壽鍵)"
358,성진군,16,7,"류훈상(柳勳相), 이화선(李化善), 이규용(李奎鎔), 유진환(柳振桓), 김수용(金秀瑢), 유홍조(柳弘祚), 유명식(劉命寔)"
359,개성,16,10,"이형순(李亨淳), 이만석(李萬錫), 박치대(朴致玳), 임병구(林炳九), 장승화(張承和), 김순흥(金順興), 유기윤(柳冀允), 유흥준(兪興濬), 이종익(李種益), 장태수(張台秀)"
360,영명,16,8,"이진규(李眞圭), 이도준(李道俊), 양기철(梁基哲), 임병률(林秉律), 이두열(李斗悅), 김준실(金俊實), 김영후(金永厚), 전세종(田世鍾)"
361,투석,16,10,"박범룡(朴範龍), 박계갑(朴桂甲), 장문섭(張文燮), 김은호(金殷鎬), 유영창(柳永昌), 이금봉(李今奉), 조기시(曺奇矢), 한경복(韓景福), 윤희용(尹喜用), 조성행(趙聖行)"
362,자유,16,11,"김희주(金禧柱), 김한주(金漢周), 신주학(申周學), 전경석(全景錫), 차영수(車永秀), 유연화(柳淵和), 윤가현(尹珂鉉), 허득수(許得壽), 최경학(崔敬鶴), 박택렬(朴澤烈)"
363,감리교회,16,8,"채애요라(蔡愛堯羅), 송득한(宋得한), 안영극(安英極), 홍원섭(洪轅燮), 김찬흥(金燦興), 서기풍(徐基풍), 이영순(李泳舜), 장도성(張道成)"
364,민족주의,16,14,"해기석(解基錫), 송본종근(宋本琮根), 송종근(宋鍾根), 벽도여래(碧島礪來), 이홍채(李鴻采), 덕산실(德山實), 박우홍(朴禹弘), 상원천중(上原川重), 산전종유(山田鍾有), 산전영순(山田榮淳)"
365,정무총감,16,2,"조만식(趙晩植), 유연원(柳演元)"
366,시경,15,15,"유완진(柳完鎭), 최요한라(崔堯漢羅), 강경화(姜敬化), 황쾌동(黃快童), 임영신(任永信), 김공순(金恭順), 김순실(金淳實), 김한룡(金漢龍), 김재흥(金在興), 송순이(宋順怡)"
367,이용,15,15,"정동찬(丁銅燦), 강경화(姜敬化), 이상발(李尙撥), 이승로(李承魯), 김흥주(金興周), 김상이(金尙伊), 김흥지(金興至), 배세동(裵世동), 영신행(榮信行), 이금봉(李今奉)"
368,모닥불,15,10,"박원칠(朴元七), 유천식(兪天植), 강복개(姜福介), 김양순(金良順), 임희수(林嬉洙), 이창균(李昌均), 이상균(李相均), 한연순(韓連順), 김복희(金福姬), 박진화(朴秦和)"
369,신자,15,9,"김상봉(金相鳳), 박운업(朴雲業), 신종범(愼宗範), 이만기(李萬基), 김한욱(金漢郁), 조열환(曺烈煥), 강본승하(岡本承河), 김기운(金基云), 이해운(李海雲)"
370,거행,15,14,"황하룡(黃河龍), 김수언(金守彦), 이상혁(李商爀), 김기연(金璣淵), 이주의(李注儀), 이회열(李會烈), 이영화(李永華), 이기송(李起松), 강용상(康龍祥), 이기우(李起우)"
371,질서,15,15,"이경찬(李京燦), 최상돈(崔相敦), 이서규(李瑞珪), 양삼돌(梁三乭), 이흥록(李興錄), 이진선(李鎭善), 이사균(李士均), 이영직(李泳稙), 이학복(李鶴馥), 최붕학(崔鵬학)"
372,동부,15,15,"정태화(鄭泰和), 윤기성(尹基誠), 이시영(李時英), 김윤덕(金潤德), 한창달(韓昌達), 손홍길(孫洪吉), 박병원(朴炳元), 손덕기(孫悳基), 박준영(朴俊榮), 김승제(金承濟)"
373,대서,15,15,"고산홍석(高山洪錫), 정태화(鄭泰和), 윤기성(尹基誠), 한창달(韓昌達), 손홍길(孫洪吉), 박병원(朴炳元), 신농신홍(神農信洪), 윤영호(尹永浩), 박준영(朴俊榮), 김승제(金承濟)"
374,각자,15,13,"권점동(權点同), 김명출(金明出), 문원홍(文原洪), 조보근(趙補根), 염현두(廉鉉斗), 박주욱(朴宙郁), 구남회(具南會), 김두영(金杜榮), 김형기(金炯璣), 박상준(朴尙俊)"
375,내의,15,12,"정구철(鄭求喆), 장래주(張來周), 정금동(丁今同), 정금동(丁金同), 장홍해(張鴻海), 강일(姜鎰), 영신행(榮信行), 손기현(孫淇鉉), 임동건(林東乾), 김양수(金瀁秀)"
376,면내,15,8,"이봉삼(李逢三), 남세혁(南世爀), 강천성(康天成), 이영수(李永秀), 이흥규(李興圭), 김병권(金秉權), 이봉문(李奉文), 임수성(林秀成)"
377,위기,15,15,"박경룡(朴京龍), 김용병(金瑢炳), 안교헌(安敎憲), 강필구(姜弼求), 차봉남(車鳳南), 서벽환(徐壁煥), 김인권(金仁權), 김천권(金天權), 원찬숙(元贊淑), 박성관(朴成寬)"
378,대표자,15,8,"김원벽(金元壁), 나인협(羅寅協), 김용구(金容九), 한남수(韓南洙), 여운형(呂暈亨), 김석조(金錫祚), 차상진(車相晋), 고광하(高光夏)"
379,태극,15,10,"차원익(車元翼), 고병률(高炳律), 안장손(安長孫), 류형남(柳亨南), 최익한(崔翼漢), 박경조(朴景祚), 이종철(李鍾喆), 유형구(柳亨九), 류형호(柳亨浩), 양병효(梁秉孝)"
380,승인,15,14,"김창숙(金昌淑), 정기영(鄭琪榮), 이달주(李達周), 신상우(申相雨), 나병일(羅秉一), 유병관(劉秉寬), 신국홍(申國洪), 정병모(鄭丙謨), 이진식(李鎭植), 김덕진(金德鎭)"
381,조합,15,11,"고영희(高永禧), 박호철(朴鎬哲), 이두춘(李斗春), 손봉호(孫鳳鎬), 조신녀(趙信女), 임종대(林鍾大), 최수봉(崔秀峰), 조성철(趙誠哲), 김영만(金永萬), 손망익(孫望翼)"
382,국제,15,9,"공성회(孔成檜), 이재필(李才必), 김순진(金舜鎭), 유축운(柳丑運), 박진홍(朴鎭洪), 김종관(金鍾관), 이순금(李順今), 공원회(孔元檜), 김기용(金基用)"
383,실행,15,12,"공성회(孔成檜), 김순진(金舜鎭), 안전궁홍(安田弓弘), 석동준(石東俊), 석천창서(石川昌瑞), 주남태(周南泰), 박진홍(朴鎭洪), 이창기(李昌基), 차경곤(車敬坤), 이순금(李順今)"
384,정상,15,15,"이병철(李丙哲), 허우빈(許禹彬), 허희(許曦), 김팔수(金八洙), 금곡수수(金谷秀樹), 김종환(金宗煥), 정의양(鄭宜陽), 허기봉(許基鳳), 심점봉(沈点奉), 성태현(成泰鉉)"
385,허위,15,9,"이필화(李苾和), 장선봉(張仙鳳), 장규황(張奎○), 이촌상덕(伊村商德), 금본원길(金本元吉), 금릉수웅(金陵秀雄), 이필동(李弼東), 김동목(金東穆), 광전정남(光田政男)"
386,개시,15,15,"김순천(金順天), 임기정(林基正), 송환순(宋煥淳), 장삼채(張三菜), 이천탁(李天鐸), 김명려(金明麗), 김길호(金吉鎬), 이구락(李龜洛), 정내성(丁來聖), 정경인(定璟仁)"
387,노래,15,11,"변길성(卞吉成), 권철(權鐵), 이금석(李錦錫), 김판경(金判慶), 정홍모(鄭鴻謨), 김상혁(金相赫), 송창근(宋昌根), 요영국(姚永國), 김원근(金瑗根), 윤유암(尹有岩)"
388,노상,15,14,"평소상권(平沼相權), 양규섭(梁奎涉), 김서룡(金瑞龍), 김의선(金義璇), 호찬용(胡粲鏞), 배원수(裵元守), 이태형(李台炯), 심종강(沈鍾강), 유근복(劉根馥), 조아당(趙亞當)"
389,교정,15,15,"노순석(魯順錫), 조영근(曺永根), 전지석(全智석), 김창순(金昌順), 김학봉(金學鳳), 정영업(鄭永業), 정인성(鄭寅成), 노수천(魯壽天), 김길호(金吉浩), 이광천(李光天)"
390,총기,15,3,"이주득(李周得), 김도원(金道源), 김도학(金道學)"
391,의무,15,11,"조천희(趙天熙), 이헌(李憲), 정명주(鄭命周), 한인걸(韓寅傑), 김성신(金成信), 김도흠(金道欽), 조기담(趙紀談), 김효관(金孝寬), 유훈상(柳勳相), 김응률(金應律)"
392,게양,15,14,"김종하(金宗河), 홍종훈(洪鍾勳), 김석만(金錫萬), 김정태(金廷泰), 이승덕(李承德), 이시곤(李時坤), 이인규(李麟珪), 조율이(曺율伊), 김호용(金浩溶), 최재륜(崔在崙)"
393,작성,15,14,"이대흥(李大興), 이상혁(李商爀), 이정철(李正哲), 최술근(最述勤), 양경천(梁京千), 김현균(金玄均), 류봉기(柳奉基), 김안식(金安植), 오기열(吳基烈), 류두엽(柳斗燁)"
394,기독교,15,11,"노순석(魯順錫), 김진봉(金鎭奉), 윤학조(尹學祚), 대강룡지조(大江龍之助), 동우실(董祐實), 김종만(金鍾滿), 김진순(金鎭淳), 오용간(五用干), 정원태철(井原泰哲), 이준업(李俊業)"
395,의문,15,5,"황태성(黃泰成), 채홍인(蔡鴻仁), 정기환(鄭箕桓), 이규몽(李圭蒙), 김백옥(金白玉)"
396,통행,15,8,"이규민(李圭敏), 김사철(金四哲), 원병준(元炳埈), 이천봉(李千奉), 신명국(申明國), 백창길(白昌吉), 김복동(金福同), 신봉두(申奉斗)"
397,유인,15,5,"최세화(崔世和), 김이원(金利源), 송영보(宋永甫), 김상려(金尙礪), 김용근(金龍根)"
398,주괘주,15,5,"최세화(崔世和), 김이원(金利源), 송영보(宋永甫), 김상려(金尙礪), 김용근(金龍根)"
399,수진,15,5,"최세화(崔世和), 김이원(金利源), 송영보(宋永甫), 김상려(金尙礪), 김용근(金龍根)"
400,교회,15,11,"주종의(朱鍾宜), 김학봉(金學鳳), 김원휘(金原輝), 이공후(李公厚), 전정석(全廷奭), 윤규호(尹圭祜), 조응선(趙應先), 조기철(曺基哲), 박태언(朴泰彦), 김선환(金善煥)"
401,호창,15,13,"이채연(李采然), 최은영(崔殷永), 조병희(趙炳熙), 주성민(朱聖敏), 김성신(金成信), 이한춘(李漢春), 최석룡(崔碩龍), 윤영호(尹永浩), 최인수(崔仁洙), 김정삼(金鼎三)"
402,가정부,15,8,"이대정(李大鼎), 김연상(金演相), 유창목(兪昌穆), 이현수(李賢壽), 김청풍(金淸風), 박희숙(朴熙淑), 문남용(文南用), 김치은(金致殷)"
403,태을교,15,14,"이용하(李容河), 이계림(李桂林), 최두홍(崔斗洪), 한진환(韓眞煥), 이해운(李海雲), 김영근(金英根), 목원익(睦源益), 김유호(金維鎬), 지명한(池明漢), 김혁중(金赫中)"
404,공채,15,8,"이영휘(李英輝), 김영호(金永祜), 김영찬(金永燦), 박창원(朴昌元), 이영훈(李榮薰), 황신국(黃信國), 오근영(吳根榮), 김욱이(金郁伊)"
405,국민,15,10,"김응집(金應集), 홍진범(洪鎭範), 전경석(全景錫), 유연화(柳淵和), 함희성(咸熙晟), 송세원(宋世源), 변창대(邊昌大), 오형선(吳瀅善), 조상련(曺相連), 손경호(孫庚虎)"
406,주년,15,8,"장병준(張炳俊), 이재필(李才必), 한동석(韓銅錫), 이현열(李顯烈), 이동욱(李東旭), 김종관(金鍾관), 김천령(金天寧), 이초생(李初生)"
407,외교,15,7,"안우선(安祐璿), 이병철(李秉澈), 라창헌(羅昌憲), 이종욱(李鍾郁), 정락윤(鄭樂倫), 민태원(閔泰瑗), 김태규(金泰珪)"
408,스트라이크,15,5,"박원지(朴源志), 김환기(金桓璂), 김호배(金琥培), 조삼수(趙三壽), 송기호(宋畿鎬)"
409,사수,15,5,"박원지(朴源志), 김환기(金桓璂), 김호배(金琥培), 조삼수(趙三壽), 송기호(宋畿鎬)"
410,선도,15,15,"박봉준(朴鳳濬), 신만순(申萬淳), 이원유(李元有), 정군칠(鄭君七), 송신관(宋信官), 박시훈(朴時薰), 송남섭(宋南燮), 안병철(安秉喆), 박관식(朴寬植), 이형봉(李亨鳳)"
411,단천,15,5,"최명남(崔明南), 이기남(李基南), 최명철(崔明喆), 정희수(鄭禧洙), 정석화(鄭錫和)"
412,곤봉,15,5,"최명남(崔明南), 이기남(李基南), 최명철(崔明喆), 정희수(鄭禧洙), 정석화(鄭錫和)"
413,제목,14,8,"권철(權鐵), 전낙규(全洛奎), 이춘균(李春均), 유석우(庾錫祐), 전준희(全俊禧), 요영국(姚永國), 김세룡(金世龍), 강선필(姜善弼)"
414,공모,14,13,"김수언(金守彦), 권희준(權羲俊), 서진(徐震), 송창근(宋昌根), 이양근(李良根), 김우약(金禹若), 민영조(閔泳朝), 김봉술(金鳳述), 민윤식(閔胤植), 김봉화(金鳳化)"
415,제국,14,9,"방재선(方在先), 강원영민(江原永敏), 김태환(金泰煥), 유봉춘(兪鳳春), 옥강형근(玉岡炯根), 송천영은(松川永垠), 민태원(閔泰瑗), 방강실(芳岡實), 죽천태한(竹川泰漢)"
416,백매,14,8,"서순봉(徐淳鳳), 김현일(金顯一), 김명식(金明植), 김용희(金用熙), 강일영(姜日永), 김영식(金英植), 윤원삼(尹愿三), 최병훈(崔炳薰)"
417,청림,14,10,"진석린(陳錫麟), 김지협(金知協), 김제(金濟), 이조승(李潮承), 강학인(姜學仁), 방달홍(方達泓), 김병훈(金秉勳), 조석홍(曺錫洪), 조하승(曺河承), 이주성(李周性)"
418,전쟁,14,9,"신종범(愼宗範), 주정식(朱廷植), 송산국광(松山國光), 이판길(李判吉), 경산점순(慶山点順), 산본기웅(山本起雄), 문평경호(文平京浩), 궁본배악(宮本培岳), 한동석(韓銅錫)"
419,학회,14,14,"신정인종(新井仁鍾), 중천준석(中川濬晳), 송본헌식(松本憲植), 송원일수(松原一秀), 손봉호(孫鳳鎬), 산강용범(山岡龍範), 홍원종철(洪原鍾哲), 금해길준(金海吉俊), 송강성문(松岡聖文), 최수봉(崔秀峰)"
420,물자,14,7,"청목민수(靑木敏洙), 금광성항(金光成恒), 오건영(吳建泳), 신정종범(新井鍾範), 곡산영덕(谷山永德), 무성복렬(武城福烈), 장수의영(長水義瑛)"
421,폭파,14,5,"이학근(李學根), 정찬도(鄭燦道), 공연규(孔연圭), 김기욱(金基彧), 김익배(金益培)"
422,재림,14,14,"정목일명(正木日明), 추산채준(秋山採準), 광전내룡(廣田乃龍), 대산재숙(大山在淑), 박원승주(朴原昇柱), 유원상(柳源相), 대림종순(大林宗順), 기죽양원(磯竹陽元), 춘산득춘(春山得春), 이천기표(利川錤標)"
423,전이,14,14,"정목일명(正木日明), 추산채준(秋山採準), 광전내룡(廣田乃龍), 대산재숙(大山在淑), 박원승주(朴原昇柱), 유원상(柳源相), 대림종순(大林宗順), 기죽양원(磯竹陽元), 춘산득춘(春山得春), 이천기표(利川錤標)"
424,조리,14,14,"정목일명(正木日明), 추산채준(秋山採準), 광전내룡(廣田乃龍), 대산재숙(大山在淑), 박원승주(朴原昇柱), 유원상(柳源相), 대림종순(大林宗順), 기죽양원(磯竹陽元), 춘산득춘(春山得春), 이천기표(利川錤標)"
425,그룹,14,14,"여운철(呂運徹), 박호철(朴鎬哲), 박항택(朴恒澤), 평소명의(平沼命儀), 덕본광의(德本光毅), 이두춘(李斗春), 이점백(李點伯), 허재선(許在先), 권익환(權益煥), 김종진(金鍾鎭)"
426,교실,14,9,"익전정구(益田廷球), 박제범(朴齊範), 금전수평(金田守平), 김희룡(金希龍), 조영섭(曹永涉), 동천광진(東川光辰), 김창현(金昌玄), 송병천(宋秉天), 송상옥(宋尙玉)"
427,일로,14,8,"최진해(崔鎭海), 윤예근(尹禮根), 김준(金濬), 평송수일(平松洙鎰), 길포의풍(吉浦義豊), 문창호(文昌浩), 피도준(皮道俊), 윤일룡(尹一龍)"
428,도중,14,12,"김좌국(金佐國), 양경천(梁京千), 김현균(金玄均), 김흥봉(金興鳳), 김안식(金安植), 복정정일(福井正一), 김경두(金璟斗), 이양근(李良根), 전진현(全軫鉉), 김현상(金炫庠)"
429,준비,14,14,"정효룡(鄭孝龍), 안규진(安圭晉), 김칠종(金七鍾), 정진완(鄭鎭琬), 김진기(金鎭淇), 석병길(石丙吉), 이종세(李種世), 김기태(金基泰), 정규원(鄭奎原), 김국경(金國經)"
430,노동,14,12,"허재환(許在煥), 김부득(金富○), 신주학(申周學), 이재필(李才必), 김규복(金圭福), 송언필(宋彦弼), 허득수(許得壽), 지영렬(池英烈), 어수갑(魚秀甲), 김치수(金治洙)"
431,거사,14,13,"윤백인(尹伯仁), 김병우(金炳祐), 양동훈(梁東勳), 양경천(梁京千), 김현균(金玄均), 김규수(金奎秀), 김안식(金安植), 박복구(朴福九), 박천홍(朴天洪), 김현태(金鉉泰)"
432,거주지,14,13,"김인택(金仁澤), 이안득(李安得), 최상돈(崔相敦), 김영운(金泳運), 김종환(金宗煥), 이현순(李賢淳), 정의양(鄭宜陽), 한연순(韓連順), 윤낙중(尹樂重), 최숙석(崔叔石)"
433,전신,14,2,"이주득(李周得), 김도학(金道學)"
434,군내,14,10,"유인경(柳寅景), 서순봉(徐淳鳳), 김용완(金溶玩), 김명식(金明植), 김현일(金顯一), 김재식(金在植), 이재화(李載和), 김창배(金昌培), 최병훈(崔炳薰), 김선양(金善養)"
435,노동조합,14,13,"박승호(朴勝瑚), 이봉길(李奉吉), 신일용(辛日鎔), 안종익(安鍾翊), 박만춘(朴萬春), 김명식(金明植), 김병창(金秉昌), 조홍기(趙鴻基), 지영렬(池英烈), 김치수(金治洙)"
436,출금,14,8,"김학봉(金學鳳), 이호(李虎), 김환(金桓), 최재홍(崔載弘), 김연중(金演重), 황신국(黃信國), 손순봉(孫順鳳), 김현석(金鉉奭)"
437,거듭,14,5,"김영기(金寧基), 차성수(車性洙), 장창희(張昌熙), 남진희(南軫熙), 이언망(李彦網)"
438,타인,14,8,"이영휘(李英輝), 최욱(崔昱), 박창원(朴昌元), 이영훈(李榮薰), 김정구(金鼎九), 이범인(李範仁), 김정국(金丁國), 노춘만(盧春萬)"
439,탈취,14,6,"박재엽(朴在曄), 이동홍(李東洪), 최욱(崔昱), 임태순(林泰淳), 설운룡(薛雲龍), 이해붕(李海鵬)"
440,형무소,13,13,"조두원(趙斗元), 박봉연(朴鳳然), 이기봉(李奇鳳), 김응기(金應基), 장용석(張龍石), 강귀주(姜貴柱), 정우상(鄭遇尙), 나종극(羅鍾克), 김병일(金炳一), 윤택근(尹澤根)"
441,치안유지법,13,13,"조두원(趙斗元), 박봉연(朴鳳然), 이기봉(李奇鳳), 김응기(金應基), 장용석(張龍石), 강귀주(姜貴柱), 정우상(鄭遇尙), 나종극(羅鍾克), 김병일(金炳一), 윤택근(尹澤根)"
442,이감,13,13,"조두원(趙斗元), 박봉연(朴鳳然), 이기봉(李奇鳳), 김응기(金應基), 장용석(張龍石), 강귀주(姜貴柱), 정우상(鄭遇尙), 나종극(羅鍾克), 김병일(金炳一), 윤택근(尹澤根)"
443,집단,13,13,"금자지수(金子志洙), 김기준(金基濬), 김용규(金容奎), 김병선(金炳善), 차명건(車明鍵), 윤태빈(尹泰彬), 김태을(金太乙), 신조경(申朝庚), 강기팔(姜基팔), 박종권(朴宗權)"
444,규합,13,13,"금자지수(金子志洙), 김기준(金基濬), 김병선(金炳善), 윤태빈(尹泰彬), 강기팔(姜基팔), 박종권(朴宗權), 성태현(成泰鉉), 행산원흥(幸山源興), 김운식(金云植), 김득필(金得弼)"
445,사립,13,13,"박제범(朴齊範), 최복석(崔復錫), 한장희(韓長禧), 김채준(金採準), 오태영(吳泰泳), 강기형(康琦衡), 윤영규(尹寧圭), 한극모(韓極模), 송병천(宋秉天), 송상옥(宋尙玉)"
446,클럽,13,13,"신정인종(新井仁鍾), 중천준석(中川濬晳), 송본헌식(松本憲植), 송원일수(松原一秀), 오경숙(吳敬淑), 김항복(金恒福), 산강용범(山岡龍範), 홍원종철(洪原鍾哲), 백응현(白應賢), 김용장(金庸壯)"
447,설립,13,9,"고영희(高永禧), 이남하(李南夏), 송명옥(宋明玉), 오태영(吳泰泳), 김혜종(金惠鍾), 진성구(陳聖九), 함석희(咸錫熙), 고한명(高韓明), 임종대(林鍾大)"
448,대한민국,13,12,"고일청(高一淸), 천규석(千圭錫), 향산광랑(香山光郞), 김조길(金祚吉), 류상순(柳相淳), 신국홍(申國洪), 류상학(柳相學), 유창렬(劉昌烈), 신규식(申圭植), 고용석(高龍錫)"
449,라며,13,9,"정상노태(井上魯胎), 이승필(李承弼), 공세영(孔世榮), 김충규(金忠圭), 파산민웅(坡山敏雄), 이윤강(李允康), 주덕기(朱德基), 권오상(權五相), 평전분(平田粉)"
450,앙양,13,12,"청촌의(淸村義), 영가태웅(永佳泰雄), 유용한(柳龍翰), 이병철(李丙哲), 월성현배(月成鉉培), 길전쾌복(吉田快福), 표인성(俵仁性), 목하희승(木下熙昇), 남평우준(楠坪祐雋), 청산수장(靑山秀章)"
451,솔선,13,11,"이용락(李龍洛), 김술병(金述秉), 김용구(金容九), 정래성(丁來聖), 유영창(柳永昌), 정인성(鄭寅成), 정태모(鄭泰模), 백세현(白世現), 곽대용(郭大容), 조성행(趙聖行)"
452,약속,13,8,"이촌상덕(伊村商德), 구남술(具南述), 금릉수웅(金陵秀雄), 금광성항(金光成恒), 김병남(金丙男), 윤인권(尹仁權), 김덕암(金德岩), 이의종(李義鍾)"
453,창가,13,12,"권점동(權点同), 이금석(李錦錫), 이학룡(李學龍), 조보근(趙補根), 탁계영(卓桂英), 구남회(具南會), 김두영(金杜榮), 김귀생(金貴生), 윤정도(尹正道), 이동숙(李東淑)"
454,농민,13,10,"박호철(朴鎬哲), 김석근(金石根), 선태섭(宣太燮), 정은찬(鄭恩燦), 손봉호(孫鳳鎬), 구오현(具五鉉), 손동일(孫東一), 최수봉(崔秀峰), 손망익(孫望翼), 김영재(金永才)"
455,괴산,13,7,"홍명희(洪命喜), 김원휘(金原輝), 권담(權澹), 홍성희(洪性熹), 민광식(閔光植), 홍명희(洪命憙), 홍성희(洪性憙)"
456,주력,13,12,"조재득(趙再得), 이상윤(李相潤), 임종업(林鍾業), 나정운(羅鼎雲), 김상순(金尙順), 남낙진(南洛鎭), 백락도(白樂道), 정희동(鄭喜童), 김기태(金基泰), 향원순완(香原淳完)"
457,무죄,13,13,"윤자학(尹滋學), 이계림(李桂林), 정만기(鄭萬基), 최병한(崔丙漢), 여화섭(呂華燮), 탁계영(卓桂英), 윤정도(尹正道), 김양만(金陽萬), 최용현(崔用鉉), 권태현(權泰顯)"
458,학생운동,13,8,"권학석(權鶴石), 김계등(金季登), 김정수(金正洙), 금천상준(金川相俊), 윤차경(尹次慶), 김화진(金華鎭), 이수섭(李守燮), 김태두(金泰斗)"
459,미국,13,8,"석산원치(石山元治), 월촌영주(月村英柱), 송산국광(松山國光), 서원승인(西原昇寅), 삼산명호(森山明鎬), 삼본준호(三本濬鎬), 성본현서(城本賢書), 금성승조(金星勝照)"
460,패전,13,11,"서강대원(瑞岡大圓), 암촌우영(岩村友影), 상원천중(上原川重), 산전종유(山田鍾有), 산전영순(山田榮淳), 산본명근(山本命根), 금성승조(金星勝照), 목원관복(木元寬復), 금원상권(金原相權), 백천상기(白川湘基)"
461,임시정부,13,9,"정상노태(井上魯胎), 지산문규(智山文圭), 남원신행(南原信行), 이창기(李昌基), 이현수(李賢壽), 금성승조(金星勝照), 김철(金澈), 주요한(朱耀翰), 이해붕(李海鵬)"
462,신덕,13,7,"임찬일(林燦逸), 노말수(盧末守), 임석현(林錫鉉), 손득순(孫得淳), 임범섭(林範燮), 금중연(琴重淵), 유북실(柳北實)"
463,연구,13,12,"김금연(金錦연), 금천상준(金川相俊), 김종희(金宗熙), 이갑두(李甲斗), 암성금자(岩城錦子), 청산수장(靑山秀章), 하명식(河明植), 삼진산번(三津山繁), 이종세(李種世), 천추승복(千秋承福)"
464,사무소,13,12,"김영록(金榮祿), 박영곤(朴英坤), 김경술(金景述), 김시원(金時元), 도원섭(都援燮), 박정렬(朴貞烈), 박성백(朴成伯), 유동환(柳東煥), 이태운(李泰운), 박원학(朴元學)"
465,출판물,13,9,"한남수(韓南洙), 이춘균(李春均), 김사국(金思國), 박원식(朴原植), 장현식(張鉉軾), 민강(閔慷), 전옥결(全玉○), 송재호(宋在浩), 김고열(金高說)"
466,전하,13,10,"홍종훈(洪鍾勳), 김명려(金明麗), 김관신(金觀新), 이현열(李顯烈), 김학용(金鶴鎔), 최민섭(崔敏燮), 양주흡(梁周洽), 김면교(金冕敎), 김종현(金宗鉉), 김천령(金天寧)"
467,보이,13,8,"유성우(柳晟佑), 박치대(朴致玳), 임병구(林炳九), 최호준(崔皓俊), 유흥준(兪興濬), 김목현(金穆鉉), 한호범(韓鎬範), 김교훈(金敎勳)"
468,정서,13,7,"오영순(吳英淳), 박종식(朴棕植), 김신근(金信根), 장의묵(張義默), 김찬규(金燦奎), 한윤석(韓輪錫), 김군명(金君明)"
469,대하,13,10,"최미형(崔미亨), 성도환(成道煥), 김기수(金基洙), 신홍윤(申弘允), 김규수(金奎秀), 박천홍(朴天洪), 김현태(金鉉泰), 신건희(申健熙), 윤원삼(尹愿三), 김성택(金聲澤)"
470,격투,13,11,"홍병복(洪秉福), 김업성(金業成), 차언복(車彦福), 김대성(金大成), 박홍천(朴洪天), 김길현(金吉鉉), 허내삼(許내三), 김재열(金載說), 손영기(孫永基), 송용현(宋龍顯)"
471,증거불충분,13,10,"김석진(金錫振), 박상보(朴相甫), 여승주(呂承周), 황학선(黃鶴善), 한규원(韓圭源), 한진만(韓鎭萬), 김진룡(金震龍), 김달순(金達淳), 안용순(安龍淳), 김증훈(金增勳)"
472,우편국,13,9,"유완진(柳完鎭), 대천종덕(大川宗德), 박필주(朴弼周), 안낙순(安樂淳), 유진홍(兪鎭弘), 김재흥(金在興), 김병학(金炳學), 김용준(金用俊), 김동건(金東健)"
473,박인호,13,13,"김문벽(金文闢), 이승주(李承胄), 백인옥(白仁玉), 장세호(張世皓), 한봉주(韓鳳周), 양재학(梁載學), 이윤조(李潤潮), 이정화(李晶和), 조윤학(趙允鶴), 최경준(崔京俊)"
474,날로,13,7,"김사윤(金士胤), 최기순(崔基順), 남궁혁(南宮爀), 한길상(韓吉祥), 이기호(李起澔), 서정희(徐廷禧), 김범수(金範洙)"
